,review_id,user_id,business_id,stars,useful,funny,cool,text,date,Date_Only,Date_Hour
180491,8V4brzwKVBVaQDPkOyncDA,l6K9m-IJQVuHeZO2a9WsGw,TA1KUSCu8GkWP9w0rmElxw,4.0,1,0,1,"I haven't been in awhile, but it still never disappoints. My go to used to be the turkey burger. I had the shrimp burger before, and knew it would be good. Their lunch special is a pretty good deal. You add $4 to any burger and you get fries, a salad, or tots. Plus a drink. Service is always good as well.",2017-12-01 19:48:43,2017-12-01,19
1523223,WhRJDcTS8h23oPY4yRM2wQ,uBQdPBYYQRJCBxF2N2CC4A,5Gff_qqkRB8c4vexsaxFUA,4.0,0,0,0,"This review is for the weekday buffet. 

~$13 a person for a good Chinese buffet. The selections are a little smaller than those giant Chinese buffets and doesn't vary much from week to week, but the quality is surprisingly good. There was quality control I've never seen at any buffet before. Dishes include more Westernized ones, xiao long bao, qing chao yu, dumplings, chicken stir fry, etc. No white rice was weird (I didn't ask), but there were also some fruits and desserts. As someone who doesn't really do buffets, much less Chinese ones, I was pleasantly surprised.",2017-12-01 19:49:02,2017-12-01,19
1184804,hNARaDGnFN1-qt3DjHnHlQ,E2DyLk0GD5pIXEYIRpAqGg,ESZDfQgc1LHPn-olKfER7g,3.0,0,0,0,"As a local, I am usually at Plant Street Market at least once every 2 weeks. I recently chose to have lunch at Five Thymes Five and was pretty underwhelmed. I ordered the chicken wrap with rotisserie chicken.

The wrap was ok. I hate to say this, but there was way too much chicken. Seeing as it was $13 I'm glad I got my money's worth, but the chicken was fairly bland and kind of ruined the wrap. As you can see from the photo, there were hardly any other toppings. 

The main reason for my low score is because of my husband's meal. He had some sort of a daily special burger, which was a sriracha/jalapeño topped burger ordered medium. The burger that was served to us was beyond well done. The last time he got a burger there it was the same story. 

Overall, this stand is fairly pricey and the food is not worthy of what they are charging. There are so many other options in Plant Street Market that I'd rather give my money to.",2017-12-01 19:49:28,2017-12-01,19
902411,mRuADo_BTGKJH_9-pDLakg,DhXQaIHcb-g_6hzV56821g,vGqAjkOv1vh1tdbQfVpiJw,3.0,1,0,0,"My nails ALWAYS chip here.  Even with shellac.   

However, every time I get my eyebrows waxed they come out awesome and they are reasonable.   Ask for Nee (spelling??).   

The decor is pretty.  Good location.  The owner is sweet.",2017-12-01 19:50:11,2017-12-01,19
627358,y7HFQ1AJqpdYqbNJ4mADlA,76lA-xz-NOtN2i-nZUudjg,UjawkVn_rWJnHOxjUgRNvA,5.0,0,0,0,"I stayed at the Indigo Hotel during the summer and I have to say that it was a great experience. I was there for work for about 2 months. The staff made everything go smoothly while I was away from home. They were attentive, knowledgeable, courteous, kind and very pleasant to be around!! The staff was a perfect 10. Cornelius, Thomas, Jori, Jade and Eddie made everything perfect! The hotel is located and centralized to everything. Bars, restaurants, shops etc.. If I ever go back to Atlanta I will stay at the Indigo in Downtown.",2017-12-01 19:50:15,2017-12-01,19
613742,WmLA6i1Wqg-YaOjYwsMjMw,e7oFhe6690ucxKwzkwS49w,gYjN1GsBKpZw3iUFeBJonA,4.0,4,0,0,"I came here for valve caps and the staff were very helpful and showed me where to find it upon entering the store. I can always trust AutoZone for car related items when needed. If your looking for anything for your car, look no further than AutoZone they carry everything from batteries to coolant.",2017-12-01 19:50:36,2017-12-01,19
1464196,mkuKqz_WZKBpmRBTb8Uxzw,EPnYgbX_PXykhCHMEYjNfw,Do35uBb3ns7Qk1tf1dMvuQ,1.0,1,0,0,"Waited over 30 minutes for two small combos and they came out incorrect. There were only about 4 other parties in the restaurant that were either eating already or were also waiting on their order, so I really don't know why it took so long to toss 12 wings and some fries in a fryer and then toss them in sauce. When we told the employees what was wrong about our order, they sprinkled some seasoning on our fries on the tray in front of me and put the wings that had the wrong sauce back into the fryer...they could've apologized and tossed the fries properly and gave us fresher wings, they had about 3 baskets of wings sitting up cooked already.
Also, the staff wasn't wearing gloves. The woman that was taking the orders was going back and forth with helping the kitchen staff and handling money...those are big red flags for food safety. 
We asked for a refund and went somewhere else for lunch. The staff wasn't very pleasant and lack of proper service made this visit very upsetting. Take the extra 25 minutes to drive to the Altamonte Springs location if you can, you will get treated way better and have your food correct and in a timely manner.",2017-12-01 19:51:16,2017-12-01,19
1205196,6G9ips7_xlaVsb90OKIwOA,ZlYaTC5Md4Wd6LmJTMWDhQ,kVbDuR1DfUm6I2baaMKAoA,1.0,2,0,0,"LIBERTY MUTUAL SCAMS WIDOWS!!
If I could give this company zero stars, I would. My husband passed away over a month ago, yet they are dragging their feet and making all kinds of lame excuses as to why they won't pay his life insurance. ""The check is in the mail"", ""We don't do direct deposit"", ""We got the address wrong"". They even offered to put a stop-payment on this ""check"" and issue another check. How is doing the exact same failed procedure going to help?",2017-12-01 19:51:27,2017-12-01,19
2326964,xoCo5pget3QB94W3_jUc0Q,l3TnBIy5GgydBfCbIq6OmA,_8Sy89JAKC5KLBhq3Jxjxw,3.0,0,0,0,The salads are even smaller than before. Christmas bows tied on dirty lights.Not really worth it to get the salad here anymore.,2017-12-01 19:51:28,2017-12-01,19
2550579,3HETHZfqplv1CdtOlKZ7Jw,0KKe6wut5b9-q_YJsskkjA,LTbU2i95aAorECeHAKMWYA,1.0,4,2,0,"This place is not great, I'll come for the good boot selection once a year but honestly the manager is just really unfriendly to customers and has been this way for years. Doesn't seem like she cares about the customer or her employees. Kind of a bummer.",2017-12-01 19:51:28,2017-12-01,19
2345350,cuY6b1Bo_4Ytik50Of6XvQ,ST69ZWSiKECUcbtOPGrIpw,cSfLtE-n5zimxRIsx-q14Q,5.0,0,0,0,Yelpers helped me find French Market Flowers and I quickly learned that is the go-to place for professional florists with a special touch. They created a wonderful sympathy bouquet that brought the family comfort.  I will definitely be back - and hope to call for a more happy occasion.,2017-12-01 19:52:05,2017-12-01,19
1516202,QH891bPOxzjML53qNuen6Q,y632oDrLrFDi33cCIBrPpw,EfYS-pGZi_-I0c8kwLT0kA,4.0,1,0,0,"After seeing many good reviews, we decided to check out this place for lunch. Their lunch menu is awesome, affordable and diverse. Attempted to try new things, we ordered Lamb Korma and Fish Curry. Both were delicious, really flavorful and tasty without too much salt which we really appreciated. 

I took one star off for the not-so-friendly service. It's not the best but it's passable.

Will come back though.",2017-12-01 19:52:34,2017-12-01,19
431804,K7J02PWHKWpwkGj-IFXYbA,DNvXq0vpK7j3vNc5CvL_Dg,RrxosTHpT_RjZMoJiQKI8Q,1.0,10,0,0,"We have lived at RIATA the past 3 or so years. Unfortunately the community has deteriorated since we have moved in. What was once a seemingly safe and nice community that I would recommend to friends and family is now a community in which we will recommend to no one. We were forced to begin looking for a home sooner than planned and break our lease due to the fear of safety for our family. Though we were aware of the fees we would incur for leaving early, it was the lack of acknowledgement of the serious problems we had while living there that really made my husband and I upset. Attached is our letter of vacancy plus the response we received. Clearly all RIATA cares about is the $$ and not the welfare of the residents that live there.",2017-12-01 19:53:57,2017-12-01,19
1219462,bLMtoDwTsoEzD5PaNMvtOQ,M6fYZQJo-D5TtpIrGotPAQ,kV_pD8eKpK5YAl_WQzEzQA,5.0,0,0,0,"This place was fantastic; delicious coffee, friendly staff, and free wifi. This place has it all. I love independent coffee shops. The coffee wasn't bitter and over roasted like that big chain.",2017-12-01 19:54:04,2017-12-01,19
632112,bPdF8wdqNdA3qMDFeOTVxQ,DhXQaIHcb-g_6hzV56821g,SMgOrm-WfjXPpQoLaqrdPg,5.0,0,0,0,"Excellent.  Cannot say enough good things.   
My nails never chip.  Pedicures are AWESOME.   Prices are right.  

They are definitely loyal to return customers.   I love Yen & Karina (who is the owner).  They make you feel special and appreciated.  My cousins and I go together often but they always ask for us if we come in separate.  They are super accommodating.  

The pedicure chairs are new and so sanitary.  They use a new liner for the bath for each use. 

I love Style Nails!",2017-12-01 19:54:25,2017-12-01,19
2049205,t2LimuFWYVGtHcnrXBm8YQ,T0uxrIjqH7eFHeWc3jF8FQ,bXtJZZv75sX2ilFhtwJIWQ,5.0,1,0,0,"Sterling Coffee has turned brick & mortar! 

Their new space is absolutely gorgeous, and the coffee is delicious as always. 

You can now sit down in their cozy space, and enjoy the massive wooden bench in the corner too. 

Don't forget to admire the baristas' attire.",2017-12-01 19:54:46,2017-12-01,19
903856,vfMPlwk3UAckyys9KA11MA,oQ3p-LlBYHS9xDRoiqb45Q,WwozUhEbg6lSsEveC5GDfA,5.0,0,0,0,Food is always presented nicely and the service is awesome--the girls at the counter reminded me about the student discount just before i paid! Tried the classic pho and the mr red special and they were both very flavorful and delicious. My new favorite Vietnamese place--i only wish it was closer to my place!,2017-12-01 19:55:09,2017-12-01,19
2045469,7FACMf35oZpJY_H7SBC2eA,MVbXib3xx3exOBLt10PxeQ,0avid4I5VYHmu69I-8HeTw,5.0,2,0,1,"Really fun tour. Even if you don't have kids it is a very educational trip about Austin. You get to quack at people walking by. Captain Bob was very informative and funny. Worth it to at least try once. But we will be back, our 5 year old really loved it.",2017-12-01 19:55:55,2017-12-01,19
1210402,F23N31cLt7RjSKcS86qZlA,u3MYH7sBfbey2K8nyioKPg,3-qSNk_y2P10Pd64nOpsXA,2.0,0,0,0,"First time trying out this restaurant at lunch time, what a disappointment. I ordered a Large Unagyu Don, it supposed to have BBQ Eel and beef on top of rice, What I got is 1 piece of fish and few thin slice of beef. After two bites I am left with a big bowl of rice.",2017-12-01 19:56:00,2017-12-01,19
921962,ZwStKotG8ZVBOFAkLL-RSA,8oKFtm4-eEcJOLtG1YMh8Q,xzBdKVBwoPwDNLN7ZwVa2w,5.0,1,0,2,"There are many new sushi restaurants in Portland, but why not go to the best one, Yoko's! It's been around for years and it's always fantastic. Support old Portland and find yourself delighted. Bam!",2017-12-01 19:56:49,2017-12-01,19
239935,YEIPceS3wgakAkrixkuJEA,fvbUDa9uaWncmCwpoJIzMQ,taeAsOzWZuJEaJS8bRoNZA,3.0,0,0,1,"We went there to celebrate a friend's birthday since it was weekday so we picked a place near our workplace! This is very different restaurant to eat sushi fusion! They have variety of of sushi and burgushi which is fusion of burgers and sushi! We ate spicy tuna roll, vegetarian roll and tempura roll! Food was superb! Very good food - loved the dishes! 

Now why I am taking 2 stars off! Because it was our friend birthday and when I called them I told them and they said they give complimentary cake and birthday wishes! Now not only they forgot the birthday they also forgot to reserve the table! We reminded them about birthday and then they got the cake which believe me was the worst slice of cake ever! Don't offer if you cannot provide good quality! I would have bought it! Also server serving us forgot our order and said sorry she is putting it now and there was long wait! So yes service was bad!",2017-12-01 19:56:53,2017-12-01,19
1199652,6XZuxIZETcscj7fT0mWS4w,KAmBxw_UCkfkGSH53immaQ,zofErJnOL4I0QKoVr_ZN6g,1.0,1,1,0,Very bad attitude towards vegetarians. I was just suggesting if they could potentially add a vegetarian version of pho but the old man waiter was being really rude and impatient and even said bad things about vegetarian. What a customer oriented restaurant!!! :( Would never order anything from this place again.,2017-12-01 19:57:03,2017-12-01,19
631461,HoZCJB05X94D36ZOl01WaQ,unofyySwRxDvucDVrfN6kA,GRvnrgdMMhodkC3huCbScw,1.0,0,0,0,"I planned a trip to ATL and decided to rent from Thrifty. I went on Thrifty.com, made a reservation and prepaid for a portion of the rental. When I landed, I went to pick up the rental my debit card didn't work. I called a family to pick me up. I did some investigating and found out my bank did not allowing the transaction because I was in a different state. I immediately called Thrifty to reschedule the pick up of the rental for the next day. When I went to pick up the rental at the airport, I was informed I could not get a rental because the pick date did not match my flight itinerary. After some debate with the customer service representative, I asked to just rent a car without the reservation and was informed the were all book/overbooked. I informed the customer service rep that the car I reserved should be available as I rescheduled the pick date and time the night before. . The rep stated they could not provide that reservation to me any longer. I asked for a refund and was informed a third party vendor booked my reservation NOT Thrifty. I informed the rep I went on Thrifty.com to reserve the rental but was told to contact the third party vendor to discuss the refund. 
I called the third party vendor and was informed I did not qualify for a refund because I did not cancel with 48 hours. 
I am disappointed with the lack of customer service to allow the car that was reserved to be rented. I will take my business elsewhere in the future.",2017-12-01 19:57:18,2017-12-01,19
